Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1463606118,-1.89086,-2.2931,-1.23304,-1.0338,1.90534,0.551873,2.11461,0.633235
1463606120,-2.00721,-2.52037,-0.772403,-0.607659,1.60208,0.692794,1.13912,0.233192
1463606122,-2.2779,-2.19037,-0.723343,-0.815597,1.73759,0.93034,1.13252,-0.021034
1463606124,-2.69044,-1.97227,-0.921228,-0.568269,1.48752,0.0693406,0.800177,-0.049838
1463606126,-2.21582,-2.12386,-1.50427,-0.192621,1.66304,0.15093,0.628779,-0.0138964
1463606128,-2.84334,-1.65464,-1.14554,-0.297127,1.3968,0.102387,1.09136,-0.0337124
1463606130,-2.41891,-1.68126,-1.86796,-0.119857,1.4098,-0.102835,0.942974,0.520149
1463606132,-2.85752,-1.62135,-1.71357,-0.455247,1.54822,-0.117423,0.399642,-0.310786
1463606134,-3.57369,-1.59365,-1.92047,-0.0646342,1.59944,-0.87605,-0.168314,-0.215984
1463606136,-2.85942,-1.62534,-1.96296,-0.68184,0.160826,-2.09675,0.610118,-0.203087
1463606138,-2.62852,-2.18539,-2.39624,-0.764191,-0.108792,-1.75626,0.362514,0.733892
1463606140,-2.91413,-1.93024,-1.34693,-0.447858,-0.863512,-2.23291,0.149999,-0.730168
1463606142,-2.9048,-1.69854,-1.97655,-0.610625,-0.741337,-2.21283,0.299599,-1.1005
1463606144,-3.47453,-1.39775,-2.40713,-0.00944404,-0.961614,-2.37172,0.701122,-0.417305
1463606146,-3.6265,-1.44292,-2.21284,-0.383588,-0.0187763,-2.66569,0.205741,-0.820532
1463606148,-3.65391,-1.70496,-2.03148,0.271742,-0.167685,-2.64392,0.630783,-0.667787
1463606150,-3.22168,-1.63843,-2.20533,-0.153466,-0.327615,-2.69685,0.406113,0.523041
1463606152,-3.26427,-1.79933,-2.5945,-3.85111e-05,-0.0170617,-2.77288,0.221486,0.952462
1463606154,-2.68983,-1.64687,-1.96643,-0.450316,-0.143724,-3.35306,0.720986,1.19728
1463606156,-3.04391,-2.10401,-2.17399,-0.237735,0.240973,-2.86138,0.285056,0.699617
1463606158,-2.46986,-1.885,-1.97935,-0.403705,0.0890794,-3.24907,0.199895,0.425009
1463606160,-2.84656,-2.1648,-1.60941,0.386642,0.722403,-2.53871,0.423538,0.103649
1463606162,-2.7864,-2.26234,-2.42033,-0.513931,0.383542,-2.17014,0.260447,-0.380981
1463606164,-2.92235,-2.20431,-3.24971,-0.873736,0.864114,-1.58516,-0.0364788,-0.469828
1463606166,-2.69902,-2.03462,-2.27469,-0.467251,1.55757,-1.5328,-0.393651,-0.327065
1463606168,-3.23364,-2.99503,-2.25995,0.0179886,1.8768,-0.802946,0.0654976,-0.351783
1463606170,-3.89938,-3.16589,-1.98,0.483132,2.26531,-0.40642,0.0108381,-0.428308
1463606172,-3.72498,-2.45678,-2.81526,0.149256,2.3412,-0.46235,0.0605418,-0.127057
1463606174,-3.1757,-2.36964,-2.95727,-0.268434,2.28416,-0.281788,0.74577,-0.43735
1463606176,-3.82762,-2.05307,-2.80035,0.257512,2.5174,-0.38138,0.608396,-1.05236
1463606178,-3.15521,-2.14726,-2.54179,0.0713612,2.04697,-0.360255,-0.159095,-2.19572
1463606180,-2.8695,-2.13612,-2.82154,-0.025711,1.94981,-0.0861023,0.0584616,-1.41171
1463606182,-2.73104,-2.10903,-2.76602,0.0244598,2.0987,0.640693,-0.405698,-1.88601
1463606184,-2.7517,-2.19991,-2.20686,0.000410109,2.17902,0.167904,-0.471189,-1.74248
1463606186,-3.0524,-1.9908,-2.07176,0.0029944,1.86844,-0.596387,0.864584,-1.63212
1463606188,-3.10455,-2.36085,-2.49616,0.0331259,1.32689,-0.661846,0.78348,-1.29395
1463606190,-2.52061,-1.44453,-1.99728,0.249691,0.699941,-1.81832,0.662627,-1.59302
1463606192,-2.05412,-1.14157,-1.88695,-0.539836,-0.644564,-2.90193,0.748639,-2.033
1463606194,-1.53401,-1.97319,-1.93586,-0.262017,-1.22378,-2.63323,0.504254,-1.36684
1463606196,-1.89388,-1.93468,-1.86145,-0.463902,-2.0397,-2.95261,0.47375,-1.98227
1463606198,-1.51089,-1.4952,-1.30205,-0.340447,-1.654,-3.34412,0.0429978,-1.26329
1463606200,-1.81335,-0.856421,-1.54013,-0.248157,-1.3551,-3.08846,0.0470142,-1.65248
1463606202,-2.04121,-1.30414,-1.08648,-0.52698,-1.2824,-3.44179,0.434569,-0.681744
1463606204,-2.049,-1.2791,-1.43017,0.266381,-0.884244,-2.99618,-0.127165,-0.282425
1463606206,-2.93843,-1.93091,-1.73697,0.150294,-0.191051,-2.75428,0.215903,-0.496835
1463606208,-3.05927,-1.85226,-0.443246,0.201984,-0.494947,-2.4606,-0.0605005,-0.406729
1463606210,-2.79068,-1.60555,-1.01687,0.167604,0.211535,-2.71624,0.0803402,-1.518
1463606212,-3.18755,-2.16945,-1.34376,-0.17487,-0.100387,-2.54136,0.250974,-1.36682
1463606214,-3.4518,-1.90501,-1.37456,0.699209,-0.354728,-2.48484,-0.0252085,-1.14218
1463606216,-3.13257,-2.61334,-1.74962,-0.0425187,-0.40759,-1.9992,0.266147,-0.418792
1463606218,-2.9117,-1.90683,-2.1595,-0.15573,-0.00245626,-1.8464,0.0138002,0.497035
1463606220,-2.81674,-1.97815,-1.52236,0.0713586,0.254831,-2.15836,-0.446846,-0.506291
1463606222,-2.89403,-1.6542,-1.30513,0.0817663,0.317621,-2.31579,0.719537,-1.18929
1463606224,-2.56261,-1.50381,-1.77138,-0.281362,-0.247266,-2.59156,0.0855281,-1.12603
1463606226,-2.80817,-1.49912,-1.43464,-0.285706,0.285542,-2.41929,0.27955,-1.04351
1463606228,-2.11754,-1.40361,-1.29944,-0.762486,-0.351318,-2.25679,0.531469,-0.155147
1463606230,-1.92599,-1.72107,-1.37158,-0.15649,0.365078,-1.87483,0.649888,-0.258196
1463606232,-2.82202,-1.38028,-2.74956,-0.00763432,0.611346,-2.13951,0.201373,-1.09614
1463606234,-2.56768,-1.22044,-2.41252,0.615697,0.472785,-2.0758,-0.248387,-1.43811
1463606236,-3.1423,-0.799075,-3.09991,0.842619,0.62906,-1.79907,-0.73451,-1.93469
1463606238,-2.74128,-1.03532,-1.27888,0.226525,0.485456,-2.07182,0.251822,-2.46287
1463606240,-2.78775,-0.859735,-0.707362,0.33037,0.284133,-1.63545,0.350212,-1.84469
1463606242,-3.58655,-0.451174,-0.773839,0.785683,0.691901,-1.57719,-0.355203,-2.23441
1463606244,-3.6599,-0.803426,-1.83842,0.754799,0.856099,-1.30305,0.127764,-2.25252
1463606246,-4.06637,-0.465021,-2.13289,0.277213,0.919211,-1.84088,-0.437556,-1.28026
1463606248,-3.85914,-0.967832,-1.76618,-0.11063,0.457355,-2.02913,-0.408023,-1.59619
1463606250,-4.27814,-0.697078,-1.50684,-0.271258,0.251063,-2.20228,-0.361522,-1.67128
1463606252,-4.06042,-0.912005,-1.52709,0.538548,0.603597,-2.1455,0.184267,-2.22449
1463606254,-4.03639,-0.747418,-2.16403,0.837798,0.608357,-2.6098,0.156352,-1.47314
1463606256,-3.86779,-0.804966,-2.7697,0.541975,0.669044,-2.18281,1.57972,-1.0783
1463606258,-3.56572,-0.444866,-3.5673,0.0372053,1.0105,-2.13658,1.28052,-1.08298
1463606260,-4.45995,-0.72068,-3.79608,0.0630964,0.952929,-2.88425,0.752595,-1.0873
1463606262,-4.41021,-0.58485,-2.72021,0.295398,1.11022,-2.86263,-0.0123995,-1.25359
1463606264,-4.82378,-1.10677,-3.93695,0.0169617,0.580141,-3.49604,0.714993,-1.43034
1463606266,-3.6275,-0.0366545,-5.39149,-0.0486208,0.753214,-3.62422,-0.0147564,-2.15698
1463606268,-4.14086,-0.477847,-4.80888,-0.0503,1.30103,-3.4674,0.0135202,-1.84371
1463606270,-3.71479,-0.306075,-4.87471,-0.290998,0.832848,-3.59856,0.232244,-1.65123
1463606272,-3.69537,-0.295734,-4.92364,-0.0971428,1.58172,-3.0674,0.456134,-1.73039
1463606274,-4.10304,-0.220712,-4.63926,1.21336,1.3495,-3.696,-0.381905,-1.65075
1463606276,-4.67283,-0.251248,-4.86341,0.220872,1.21568,-3.5528,-0.705882,-0.761494
1463606278,-4.44985,-0.80996,-3.48887,-0.13439,0.98144,-3.59419,0.200055,-1.73509
1463606280,-4.07747,-1.01929,-2.77424,-0.130047,1.38448,-3.38898,-0.0574676,-2.75756
1463606282,-4.25658,-0.917722,-3.69573,-0.147663,1.15191,-3.88522,-0.403578,-2.58843
1463606284,-4.19954,-0.795418,-3.40041,-0.0890619,1.43338,-4.06655,0.481687,-2.56095
1463606286,-4.55005,-0.969351,-3.73334,0.184275,1.00294,-3.8383,0.449538,-2.19856
1463606288,-4.16256,-0.844065,-3.50057,-0.119442,0.961221,-3.79829,0.547388,-2.87334
1463606290,-5.07956,-0.779645,-3.88879,-0.117532,1.34906,-3.99027,0.860139,-3.37245
1463606292,-4.90449,-0.880102,-3.26078,0.36219,1.38603,-3.29401,0.579242,-3.28174
1463606294,-4.80586,-0.758806,-2.92078,0.190835,1.39801,-3.07037,-0.180598,-3.20644
1463606296,-5.00229,-0.571677,-3.19585,0.540448,1.94736,-2.93009,-0.179553,-2.74114
1463606298,-4.51917,-0.536388,-3.3355,0.381741,1.17917,-2.83144,-0.249703,-3.68367
1463606300,-4.44123,-0.797459,-2.15104,0.60049,1.11127,-2.30517,-0.232172,-4.17649
1463606302,-4.48694,-0.45526,-1.54797,0.136887,0.909403,-2.12844,0.0778672,-3.26055
1463606304,-4.28834,-0.818263,-2.1572,0.129719,1.19962,-2.10986,0.089825,-2.79886
1463606306,-4.12378,-1.18405,-2.6355,0.734534,1.46529,-2.07144,1.6254,-3.17448
1463606308,-4.05998,-0.513428,-1.86592,1.05666,1.78526,-2.21234,0.858764,-2.61925
1463606310,-4.03697,-0.78099,-1.28502,1.29155,1.26859,-2.55799,0.542111,-1.74237
1463606312,-3.90194,-0.21272,-2.01158,0.221274,1.30869,-2.09382,0.323179,-2.74663
1463606314,-4.81279,-0.692393,-2.46045,0.35105,1.28759,-2.94974,-0.363727,-2.99491
1463606316,-4.28944,-0.403761,-2.60029,0.513107,0.778937,-3.37654,0.271381,-2.60316
1463606318,-4.60808,-0.610541,-1.80802,0.372814,0.585248,-3.23066,0.292753,-1.43434
1463606320,-5.15425,-0.60277,-1.6079,0.965696,1.06891,-2.71099,0.815505,-1.05914
1463606322,-4.99948,-0.753843,-2.31566,0.270449,0.711359,-2.88154,0.468036,-2.00835
1463606324,-4.31428,-0.517761,-1.36047,0.462085,0.651372,-2.96641,0.53269,-1.97989
1463606326,-4.54317,-0.835137,-0.906688,-0.101877,1.19922,-3.39137,0.297443,-1.79165
1463606328,-3.66347,-0.450761,-1.9024,-0.0315535,0.998862,-3.88646,-0.256068,-2.23452
1463606330,-4.55456,-0.794142,-2.04281,-0.0592179,0.785525,-3.79935,0.599384,-2.28224
1463606332,-4.86504,-0.505542,-2.1481,-0.326786,0.715768,-3.59427,0.177293,-1.10589
1463606334,-5.05253,-0.635003,-1.48412,0.0346516,0.680673,-3.63803,0.40152,-1.35877
1463606336,-4.71002,-0.29125,-0.801268,0.297615,0.708615,-3.59039,0.201016,-1.87869
1463606338,-4.31984,-0.369356,-1.36885,0.295345,0.664026,-3.77489,0.228516,-2.42253
1463606340,-4.12225,-0.444214,-1.638,-0.104806,0.64287,-4.67949,-0.209606,-1.74786
1463606342,-5.64184,-0.634737,-1.86221,-0.219827,0.472579,-4.16993,0.40261,-1.55492
1463606344,-4.95495,-0.0127125,-2.27823,0.513418,-0.00228947,-4.10167,-0.18007,-1.558
1463606346,-5.38027,-0.0190032,-1.97448,0.91503,0.417923,-4.04138,0.526452,-1.22162
1463606348,-5.86076,0.0707019,-1.68197,0.953868,0.248619,-4.12339,0.855431,-1.58742
1463606350,-5.60354,0.396563,-2.48719,0.0482256,-0.257976,-4.11744,0.574549,-0.876669
1463606352,-5.59297,0.62157,-2.4805,0.195761,0.137586,-4.34656,-0.340497,-1.93594
1463606354,-5.32256,0.592828,-1.96438,0.496194,0.463853,-4.12528,-0.369246,-1.36155
1463606356,-5.09362,0.312779,-1.49614,0.0697453,0.272159,-4.32515,-0.048146,-2.4248
1463606358,-5.41419,0.0866674,-1.06606,-0.112013,0.383759,-4.34707,0.375146,-2.17474
1463606360,-5.34154,0.787817,-1.04878,-0.0119706,0.20463,-4.57852,0.486089,-1.58867
1463606362,-4.61016,0.843839,-3.05754,0.660697,0.144569,-4.96095,0.185667,-1.62683
1463606364,-4.48052,0.458474,-3.21361,0.636822,0.193161,-4.11528,0.457354,-2.2139
1463606366,-4.61409,0.354742,-2.7672,0.713917,-0.133585,-3.47425,0.538629,-1.77179
1463606368,-5.09542,0.334839,-2.50247,1.21897,0.192045,-3.40012,-0.257471,-2.51044
1463606370,-5.29218,0.43517,-3.60851,0.791355,0.23897,-3.40767,-1.48023,-2.58104
1463606372,-4.48994,0.856032,-2.58332,0.323097,-0.00923494,-3.47854,-0.44891,-1.57304
1463606374,-5.16639,0.369242,-3.17155,0.575036,0.279514,-3.01886,-0.368875,-2.67943
1463606376,-5.26396,0.788192,-3.21367,0.739719,0.00879619,-2.654,-0.38329,-2.38111
1463606378,-4.87795,0.617865,-2.91416,0.460821,-0.00644216,-2.99264,-0.00884877,-2.05636
1463606380,-5.06254,-0.00974597,-2.2596,0.670227,-0.250066,-2.50824,-0.273079,-2.2278
1463606382,-5.32721,0.16519,-2.71362,1.48579,0.060366,-2.78167,-0.124705,-1.99445
1463606384,-5.30754,0.127991,-2.74585,0.901274,-0.233655,-2.59242,0.165084,-2.45015
1463606386,-4.90542,0.472413,-2.12977,1.03194,0.340761,-2.86268,-0.266166,-1.57627
1463606388,-4.04907,0.255338,-2.94514,0.740922,0.519259,-2.40414,0.271117,-1.85946
1463606390,-5.08925,0.701585,-2.88585,0.729311,0.346103,-2.73209,0.288854,-1.07924
1463606392,-4.62991,0.628065,-2.6407,1.25374,0.230006,-3.09807,0.199795,-0.462798
1463606394,-5.16119,0.247478,-2.465,1.10281,0.0346356,-3.31343,-0.674522,-0.523644
1463606396,-4.97948,0.404949,-2.32171,1.55432,0.0413243,-3.18299,-0.326556,-0.168306
1463606398,-5.03318,0.460019,-1.97336,1.83372,0.297712,-3.08326,-0.821296,0.297617
1463606400,-5.32745,0.255441,-2.24262,1.24044,-0.106077,-2.84484,-0.923372,-0.278184
1463606402,-5.76926,0.450621,-2.58206,0.947983,-0.182216,-2.74309,-0.239171,-0.764682
1463606404,-6.05358,0.393598,-2.9333,1.26207,-0.241784,-3.03053,0.0188081,-0.759783
1463606406,-5.86149,0.224852,-2.11239,1.31719,-0.412779,-3.02854,0.554149,-0.702421
1463606408,-5.85478,0.54116,-1.42748,1.48879,-0.173228,-3.18261,0.655401,-0.11794
1463606410,-5.73956,0.464547,-2.0614,1.70779,-0.151129,-3.43825,0.453566,-0.039512
1463606412,-5.71182,0.206677,-0.834127,1.90064,-0.0870335,-3.34142,0.612766,0.363063
1463606414,-5.5419,0.0881604,-1.78181,1.13504,-0.35023,-3.30709,0.13762,0.0538692
1463606416,-5.37291,0.0629573,-0.713029,1.73026,-0.254996,-3.28974,0.0906852,-0.0118533
1463606418,-5.02724,0.473222,-0.609797,1.3222,-0.214575,-3.10013,0.247675,0.46464
1463606420,-4.84991,0.755746,-0.179306,1.76966,0.0238424,-3.30532,-0.130427,0.0670154
1463606422,-5.13145,0.214497,-1.00143,1.13573,-0.184148,-3.33721,0.624907,0.301732
1463606424,-5.11782,0.140686,-0.969944,1.89226,-0.140089,-3.88123,0.728481,-0.0842193
1463606426,-5.88566,-0.0596853,-1.26709,1.37502,-0.142015,-3.93236,0.0243368,-0.474083
1463606428,-5.81046,0.0567232,-1.62533,1.23335,0.132791,-3.93542,-0.34332,-0.851423
1463606430,-5.47891,0.168476,-1.23443,1.22374,-0.149594,-3.89264,-0.401972,-0.905974
1463606432,-5.36378,-0.0155492,-0.937837,1.9939,-0.225507,-3.32262,0.0202079,-0.643315
1463606434,-4.978,0.426161,-0.606225,2.37071,-0.0980494,-3.55109,-0.0415146,0.0682504
1463606436,-5.95888,0.142687,-0.697241,1.46422,0.163662,-3.8421,0.357377,-0.69557
1463606438,-5.31104,-0.0976914,-0.587066,1.16643,-0.0759287,-3.82135,0.400543,-0.866267
1463606440,-5.69246,0.449919,-0.519224,0.754887,-0.291288,-3.68032,0.438035,-1.46396
1463606442,-5.33045,0.473766,0.449087,1.41704,-0.567227,-4.07869,-0.190238,-1.136
1463606444,-5.40368,-0.190751,-1.00917,1.46901,-0.285842,-3.81457,-0.279594,-0.955472
1463606446,-5.28159,-0.173046,-0.88079,1.2688,-0.0251745,-3.65141,-0.534155,-1.38178
1463606448,-5.09397,-0.255455,-1.05808,0.952958,-0.338781,-3.39445,-0.402553,-1.61364
1463606450,-4.90413,-0.827647,-1.25584,1.26686,-0.0346973,-3.35191,0.13958,-1.44367
1463606452,-5.24936,-0.750739,-0.4894,1.13283,-0.249922,-3.62804,0.285686,-0.780322
1463606454,-4.4158,-0.811861,-0.555985,1.62297,-0.224089,-2.51371,0.0151644,-0.88936
1463606456,-4.15127,-0.713583,-0.0152947,1.40394,-0.290306,-2.79184,-0.565116,-1.3968
1463606458,-4.8183,-1.18451,-0.333033,0.483236,-0.30032,-2.64833,-0.314796,-1.75732
1463606460,-4.17501,-1.27008,0.124643,1.28117,-0.513583,-3.1249,-0.126435,-3.06985
1463606462,-4.15433,-1.34417,0.213205,0.704133,-0.37101,-2.20639,0.179428,-2.11318
1463606464,-3.86434,-1.47851,-0.257048,1.37747,-0.329125,-2.47615,0.819979,-1.70701
1463606466,-4.29962,-1.74681,-0.846765,1.71978,-0.372447,-2.38385,0.613881,-1.29977
1463606468,-3.94269,-1.86189,-0.771915,1.61189,-0.660444,-1.94279,0.587193,-1.88242
1463606470,-4.10595,-2.06766,0.356185,2.05189,-0.768771,-1.9845,0.674573,-1.72404
1463606472,-3.27743,-1.86524,0.0799625,1.67888,-0.914997,-1.77495,-0.276444,-1.71362
1463606474,-2.90781,-1.30234,-0.90796,1.44796,-0.589333,-1.50117,0.306203,-0.64819
1463606476,-3.79014,-1.05837,-1.0338,1.77177,-0.771429,-2.36811,0.410057,-0.872751
1463606478,-3.95026,-1.49789,-0.723029,2.28512,-0.875454,-1.50298,0.712548,-0.361705
1463606480,-3.64657,-1.59725,-0.634269,1.76169,-0.537261,-2.12612,1.13863,-2.00397
1463606482,-3.78129,-1.32472,-0.433783,1.37438,-0.629168,-2.15439,1.86987,-0.800348
1463606484,-4.18508,-0.986481,-0.588515,0.950632,-0.616225,-1.61847,1.97299,-0.98699
1463606486,-3.84648,-0.993646,-1.50748,1.58736,-0.431194,-1.39701,1.61007,-0.736113
1463606488,-3.61657,-1.08297,-0.959236,1.36198,-0.652046,-1.4053,1.73542,-0.374117
1463606490,-4.16278,-1.46383,-1.49885,1.47231,-0.694058,-1.88507,1.4488,-1.25469
1463606492,-4.16774,-1.39119,-1.95972,1.2216,-0.912872,-1.80816,1.48142,-0.474538
1463606494,-3.36267,-1.63715,-2.53678,1.4361,-1.2773,-1.89792,1.46579,-0.902691
1463606496,-4.31221,-1.11338,-1.42287,1.27019,-0.691913,-1.60563,2.17104,-0.748652
1463606498,-4.46083,-1.22874,-2.08602,1.56693,-0.646652,-1.72682,1.17866,-0.482219
1463606500,-4.80296,-1.54741,-1.24644,1.3082,-1.27677,-1.9456,1.52184,-0.718331
1463606502,-4.96707,-1.30856,-0.336324,1.69791,-0.99365,-2.06635,1.93422,-0.308402
1463606504,-4.598,-1.74778,-0.444796,1.56118,-1.71759,-2.48316,2.40613,0.39021
1463606506,-4.52256,-1.60476,-0.500657,1.00991,-1.3411,-2.65899,1.73814,-0.0784341
1463606508,-4.32384,-1.34131,-0.596817,1.17132,-1.2462,-2.35635,1.44431,0.0770525
1463606510,-4.4244,-1.6021,-0.440086,1.18099,-1.26703,-2.8231,1.1239,-0.436085
1463606512,-3.8982,-1.5914,-0.758319,0.805367,-1.25357,-3.04474,0.789405,0.235379
1463606514,-4.7827,-1.28562,-1.09818,1.36913,-1.13306,-2.79086,0.963262,1.13248
1463606516,-4.03817,-1.10845,-1.16912,0.903089,-0.822271,-3.14569,1.5743,1.0057
1463606518,-3.71753,-0.858827,-0.527203,1.02909,-1.11364,-2.81477,1.30722,-0.272063
1463606520,-4.33875,-1.04205,-0.48477,0.630575,-1.24871,-3.12591,0.829077,0.0510261
1463606522,-4.52912,-1.35237,-0.423418,0.105369,-1.04531,-3.31736,1.14145,0.164358
1463606524,-4.14461,-1.24667,-1.05189,1.09986,-1.26575,-3.79778,1.24929,-0.465916
1463606526,-4.38926,-1.27577,0.149996,0.704944,-0.852149,-3.26468,1.34292,-0.791868
1463606528,-4.4538,-1.14556,-0.260446,0.898232,-1.26211,-3.04533,0.31793,0.104684
1463606530,-4.80246,-1.01999,-0.380409,0.939453,-0.943203,-3.04705,0.569012,-0.154336
1463606532,-4.74923,-1.43293,-0.331216,1.04865,-1.09003,-3.29595,0.781037,-0.182911
1463606534,-4.72454,-1.22416,-0.890065,0.911306,-1.2708,-3.82736,1.03318,-0.0106862
1463606536,-5.04115,-0.991738,-0.158587,1.04837,-1.66305,-3.61077,1.1869,-0.310846
1463606538,-4.70581,-0.883327,0.430584,1.43999,-1.32018,-3.61666,1.13694,-0.566763
1463606540,-4.43162,-1.38178,0.520553,1.83893,-1.24098,-3.77499,1.13002,-1.16473
1463606542,-4.19408,-1.12409,-0.0195087,1.60437,-0.0464968,-3.2186,1.24932,-0.848
1463606544,-4.68108,-1.64535,-0.780583,0.976138,-1.03821,-3.22086,0.526971,-0.518765
1463606546,-5.2073,-1.23781,0.372134,0.998848,-0.41037,-3.07598,0.892353,-1.71065
1463606548,-5.2584,-0.607985,1.03121,1.23758,-0.895709,-3.30011,0.762707,-1.53815
1463606550,-4.56611,-1.11423,0.00707396,0.622936,-0.69661,-2.82279,1.16994,-1.92407
1463606552,-4.37117,-0.917115,-0.16779,0.679078,-0.127753,-3.02136,1.01804,-1.30082
1463606554,-4.32844,-1.02021,-0.662902,0.661869,-0.405573,-2.69348,0.544954,-0.782196
1463606556,-3.36664,-0.976576,-0.035025,0.777033,-0.160176,-1.77707,0.796088,-0.710287
1463606558,-3.68303,-1.33359,-0.38462,0.397256,-0.605627,-1.6709,1.02402,-0.976329
1463606560,-3.98188,-1.50903,-0.375574,0.634439,-0.692275,-1.92245,1.0866,-1.13955
1463606562,-3.61478,-1.38425,0.186497,0.639285,-1.18385,-2.20485,0.922437,-1.22857
1463606564,-3.54244,-1.48894,-0.769197,0.120218,-0.449899,-1.2386,0.87388,-1.20191
1463606566,-3.21387,-2.36966,0.0286276,0.932109,-1.23004,-1.94325,1.5071,-0.715013
1463606568,-3.00839,-2.15885,-0.0515721,0.900185,-0.744219,-2.29338,0.743324,0.313568
1463606570,-2.92823,-1.96612,0.304726,0.382436,-0.592057,-2.63141,1.52359,-1.04149
1463606572,-4.15778,-2.2053,0.167964,0.570873,-0.931253,-2.64622,0.724565,-0.118005
1463606574,-3.50368,-2.07503,-0.526027,0.00247093,-1.22176,-3.05963,1.3858,0.521223
1463606576,-2.82421,-2.08279,-0.889248,0.729554,-0.789846,-2.8054,1.16081,0.274475
1463606578,-3.09776,-1.98395,0.95641,0.448372,-0.84603,-2.42347,0.876461,0.600703
1463606580,-2.74443,-2.12998,-0.844008,0.791597,-1.03562,-2.61085,1.48131,-0.340702
1463606582,-2.96647,-2.12504,-1.31293,0.951083,-0.902528,-2.48698,1.55865,-1.4643
1463606584,-2.5593,-2.68481,-0.682741,1.01211,-0.850163,-3.43784,1.522,-0.33807
1463606586,-2.68707,-2.29877,-0.787646,0.364232,-0.903656,-2.70313,1.34344,-0.303473
1463606588,-2.93613,-2.29632,-0.318528,0.550869,-1.14097,-1.95962,1.48893,-0.293725
1463606590,-2.53058,-2.63055,-0.1265,1.08237,-0.856098,-2.86139,0.733841,-0.455249
1463606592,-2.4113,-1.87199,-0.980994,1.15072,-0.570622,-2.48316,0.3551,-0.614614
1463606594,-2.3539,-1.72692,-0.770128,1.39793,-1.10917,-2.49314,1.1816,0.484638
1463606596,-2.74372,-2.09552,-0.410492,0.583493,-1.04313,-2.85084,0.899139,0.291358
1463606598,-2.63711,-1.97266,-1.07477,1.13817,-0.990111,-2.70173,1.08281,-1.08377
1463606600,-3.29974,-2.10639,-0.859778,1.67782,-1.13947,-3.07454,1.53026,-1.58047
1463606602,-3.49025,-2.13847,-0.333095,0.936271,-1.08984,-2.94264,1.47762,-1.00865
1463606604,-2.52353,-2.11638,-0.799021,1.89258,-1.15247,-2.85522,1.53056,-1.55383
1463606606,-2.69145,-2.52121,-1.85024,1.12261,-1.53894,-2.46069,1.27564,-1.26583
1463606608,-3.59467,-2.32838,-0.800209,1.24934,-0.954217,-2.36993,1.51425,-0.939967
1463606610,-2.73099,-2.0946,-0.820458,0.699817,-1.14874,-2.68171,1.46167,-0.250789
1463606612,-3.87047,-2.60219,-1.40131,1.25943,-1.50064,-3.07655,1.9081,-0.147845
1463606614,-3.50199,-2.30332,-1.30773,1.06757,-1.63976,-3.30791,2.29852,-1.05486
1463606616,-3.89778,-2.32371,-0.839739,1.57944,-1.68905,-2.73956,1.65059,-1.03911
1463606618,-3.7304,-1.99901,-1.10345,1.70963,-1.3321,-2.87301,0.692844,-0.780055
1463606620,-3.60277,-2.43534,-0.761549,1.12231,-1.62064,-3.16301,1.00366,-1.40498
1463606622,-3.76038,-2.19679,-0.253655,1.55932,-1.54992,-3.30225,0.538943,-1.64362
1463606624,-4.03774,-2.99063,-0.655047,1.75469,-1.90302,-3.54814,1.40001,-1.24764
1463606626,-4.28043,-2.71566,-1.18425,1.19343,-1.8766,-2.98285,1.36862,-1.98447
1463606628,-4.20353,-2.86315,-0.88716,1.52374,-1.73893,-2.97125,1.3025,-0.906173
1463606630,-3.82243,-2.58103,-0.278802,1.39765,-1.93003,-3.4461,1.23074,-0.729761
1463606632,-3.82087,-2.22767,-0.110854,0.760586,-1.70735,-2.98249,1.33135,-0.9692
1463606634,-3.90535,-2.56006,-0.159388,0.473455,-2.24485,-3.68382,1.66127,-1.20647
1463606636,-3.69846,-2.41687,-0.46708,0.73616,-1.5335,-3.4632,1.66724,-0.97304
1463606638,-3.72646,-2.14691,0.276104,0.833808,-1.89597,-2.9705,1.43688,-1.28996
1463606640,-3.80844,-2.70757,1.26124,0.462115,-1.70654,-3.01021,1.41463,-1.05063
1463606642,-3.99773,-3.26704,1.52909,1.36693,-1.9143,-2.49858,1.64497,-0.908096
1463606644,-4.30061,-2.76792,1.25185,1.36842,-1.89266,-2.83347,2.04187,-1.69476
1463606646,-3.45438,-1.88084,-0.124486,1.09636,-1.99603,-2.71881,1.27001,-1.71856
1463606648,-4.17822,-2.28375,0.365682,0.822735,-2.08537,-3.03215,1.72098,-1.062
1463606650,-4.63413,-2.51404,0.58982,0.213708,-1.51162,-2.78146,1.80945,-1.50721
1463606652,-3.96408,-2.56351,1.14487,0.856469,-1.7605,-2.9158,1.39184,-0.872361
1463606654,-4.20338,-2.30646,0.91761,0.911182,-1.72053,-2.57962,0.599178,-1.73981
1463606656,-3.85312,-2.16621,1.37456,0.948694,-2.01838,-2.51554,1.57257,-1.70299
1463606658,-3.40869,-2.72856,0.877015,0.669124,-2.03293,-2.62951,1.39194,-1.45437
1463606660,-3.47002,-2.87613,0.780491,0.943364,-2.16401,-2.97269,1.67966,-0.92867
1463606662,-3.87241,-2.77392,0.540876,0.904495,-2.10861,-2.56858,2.03019,-2.05888
